order_id,customer_id,store_id,order_date,payment_method,order_status
O033701,C05569,S001,2026-07-10,Credit Card,Completed
O033702,C05335,S004,2026-02-06,Credit Card,Completed
O033703,C05251,S007,2025-11-03,Debit,Completed
O033704,C00915,S003,2025-07-30,Debit,Completed
O033705,C07918,S004,2025-11-20,Cash,Completed
O033706,C00395,S004,2025-08-22,Credit Card,Completed
O033707,C00202,S005,2025-11-26,Debit,Completed
O033708,C05925,S002,2025-09-03,Credit Card,Completed
O033709,C03232,S007,2026-04-12,Credit Card,Completed
O033710,C04707,S007,2026-03-01,Cash,Completed
O033711,C05192,S006,2026-03-11,Debit,Completed
O033712,C07404,S002,2025-12-26,Debit,Completed
O033713,C05440,S003,2026-07-15,Credit Card,Completed
O033714,C08266,S006,2025-10-14,Credit Card,Completed
O033715,C04506,S006,2026-02-27,Debit,Completed
O033716,C01164,S004,2025-09-29,Debit,Completed
O033717,C03099,S005,2026-06-07,Credit Card,Completed
O033718,C02376,S004,2026-01-18,Cash,Completed
O033719,C07431,S002,2026-03-20,Credit Card,Completed
O033720,C06249,S008,2026-04-21,Credit Card,Completed
O033721,C07662,S005,2026-02-26,Credit Card,Completed
O033722,C04971,S005,2025-08-08,Cash,Completed
O033723,C04871,S005,2025-12-10,Cash,Completed
O033724,C00274,S007,2026-03-06,Debit,Completed
O033725,C05718,S001,2026-02-17,Debit,Completed
O033726,C07972,S007,2026-06-15,Debit,Completed
O033727,C03108,S007,2025-08-14,Credit Card,Completed
O033728,C05093,S001,2025-08-24,Cash,Completed
O033729,C07192,S005,2025-11-08,Credit Card,Completed
O033730,C07972,S004,2025-10-29,Debit,Completed
O033731,C06244,S005,2025-08-05,Credit Card,Completed
O033732,C06606,S002,2026-07-02,Debit,Completed
O033733,C08905,S007,2026-01-23,Debit,Completed
O033734,C06398,S004,2025-09-21,Credit Card,Completed
O033735,C08199,S006,2025-12-05,Cash,Completed
O033736,C03417,S007,2025-12-28,Credit Card,Completed
O033737,C03979,S002,2025-09-18,Cash,Completed
O033738,C01672,S008,2026-01-03,Credit Card,Completed
O033739,C05483,S003,2026-01-11,Credit Card,Completed
O033740,C09679,S004,2025-11-19,Credit Card,Completed
O033741,C07030,S007,2026-02-04,Credit Card,Completed
O033742,C08182,S008,2025-11-04,Debit,Completed
O033743,C05359,S005,2025-08-25,Debit,Completed
O033744,C01105,S003,2026-01-15,Debit,Completed
O033745,C03009,S004,2025-08-14,Cash,Completed
O033746,C05255,S008,2026-04-18,Cash,Completed
O033747,C05732,S004,2026-07-13,Cash,Completed
O033748,C03561,S005,2025-08-29,Debit,Completed
O033749,C02240,S003,2026-01-03,Debit,Completed
O033750,C05746,S001,2026-04-16,Debit,Completed
O033751,C03994,S002,2026-02-15,Cash,Completed
O033752,C04329,S008,2025-10-18,Cash,Completed
O033753,C03304,S003,2025-08-23,Credit Card,Completed
O033754,C02429,S007,2026-05-15,Debit,Completed
O033755,C09576,S008,2026-05-16,Credit Card,Completed
O033756,C03544,S007,2025-08-18,Debit,Completed
O033757,C03001,S002,2026-04-09,Debit,Completed
O033758,C03923,S007,2025-12-14,Debit,Completed
O033759,C07161,S003,2025-08-14,Debit,Completed
O033760,C04836,S008,2025-11-11,Debit,Completed
O033761,C01923,S006,2026-04-17,Credit Card,Completed
O033762,C04058,S004,2025-08-31,Cash,Completed
O033763,C07153,S007,2025-11-15,Cash,Completed
O033764,C01541,S005,2026-05-28,Credit Card,Completed
O033765,C04126,S006,2025-11-01,Debit,Completed
O033766,C07898,S007,2026-02-24,Credit Card,Completed
O033767,C06152,S008,2025-08-27,Debit,Completed
O033768,C04776,S004,2026-06-19,Debit,Completed
O033769,C08828,S001,2026-03-04,Credit Card,Completed
O033770,C06318,S001,2026-06-04,Credit Card,Completed
O033771,C09149,S008,2025-12-29,Credit Card,Completed
O033772,C03899,S006,2025-11-09,Debit,Completed
O033773,C06022,S002,2025-10-03,Debit,Completed
O033774,C03256,S001,2025-11-06,Credit Card,Completed
O033775,C02113,S005,2026-02-19,Credit Card,Completed
O033776,C04623,S003,2026-03-19,Credit Card,Completed
O033777,C09865,S002,2026-06-10,Cash,Completed
O033778,C08436,S001,2026-03-25,Debit,Completed
O033779,C03871,S003,2026-01-04,Cash,Completed
O033780,C04891,S002,2025-08-27,Debit,Completed
O033781,C08262,S002,2026-03-04,Debit,Completed
O033782,C02345,S001,2026-05-01,Credit Card,Completed
O033783,C04531,S006,2026-03-06,Debit,Completed
O033784,C06734,S005,2025-11-20,Debit,Completed
O033785,C08023,S004,2026-03-19,Debit,Completed
O033786,C09130,S007,2026-04-14,Debit,Completed
O033787,C03575,S004,2025-10-09,Debit,Completed
O033788,C03630,S007,2026-03-01,Cash,Completed
O033789,C01640,S003,2026-05-25,Debit,Completed
O033790,C06281,S005,2026-01-17,Cash,Completed
O033791,C05013,S004,2025-10-25,Debit,Completed
O033792,C03173,S003,2026-03-08,Credit Card,Completed
O033793,C00226,S006,2026-03-30,Cash,Completed
O033794,C06478,S008,2026-07-18,Credit Card,Completed
O033795,C05182,S006,2025-10-05,Cash,Completed
O033796,C05298,S006,2026-01-07,Cash,Completed
O033797,C01990,S005,2026-06-24,Cash,Completed
O033798,C03009,S008,2026-06-13,Debit,Completed
O033799,C02109,S002,2026-02-20,Credit Card,Completed
O033800,C02907,S002,2025-10-28,Cash,Completed
O033801,C09636,S005,2026-04-08,Debit,Completed
O033802,C09502,S001,2025-10-15,Credit Card,Completed
O033803,C03522,S005,2026-04-26,Cash,Completed
O033804,C08667,S005,2026-02-07,Cash,Completed
O033805,C00211,S007,2026-04-08,Debit,Completed
O033806,C02343,S008,2025-09-17,Debit,Completed
O033807,C02621,S008,2026-02-14,Debit,Completed
O033808,C03216,S005,2025-12-08,Cash,Completed
O033809,C01340,S005,2026-06-08,Cash,Completed
O033810,C00163,S004,2026-04-19,Credit Card,Completed
O033811,C08318,S008,2025-11-20,Credit Card,Completed
O033812,C08336,S007,2025-12-01,Credit Card,Completed
O033813,C00785,S003,2025-12-25,Credit Card,Completed
O033814,C05421,S003,2026-06-04,Debit,Completed
O033815,C02107,S005,2025-10-01,Cash,Completed
O033816,C02042,S002,2026-01-16,Credit Card,Completed
O033817,C01705,S001,2026-03-02,Credit Card,Completed
O033818,C05679,S006,2026-05-29,Debit,Completed
O033819,C04922,S005,2026-07-06,Debit,Completed
O033820,C09334,S002,2026-03-22,Credit Card,Completed
O033821,C00254,S007,2026-07-12,Credit Card,Completed
O033822,C07920,S004,2026-03-17,Debit,Completed
O033823,C06793,S007,2025-08-26,Credit Card,Completed
O033824,C06154,S003,2025-08-14,Credit Card,Completed
O033825,C08718,S004,2026-07-23,Cash,Completed
O033826,C04190,S001,2025-12-18,Credit Card,Completed
O033827,C09258,S001,2026-06-20,Debit,Completed
O033828,C09377,S003,2026-03-02,Debit,Completed
O033829,C09130,S008,2026-02-04,Credit Card,Completed
O033830,C04887,S002,2026-04-08,Debit,Completed
O033831,C04144,S004,2025-09-20,Debit,Completed
O033832,C08725,S004,2026-03-10,Credit Card,Completed
O033833,C04243,S008,2025-09-17,Debit,Completed
O033834,C07848,S008,2025-08-27,Cash,Completed
O033835,C04337,S001,2025-12-18,Debit,Completed
O033836,C01774,S006,2026-07-18,Credit Card,Completed
O033837,C03945,S006,2025-08-11,Credit Card,Completed
O033838,C05209,S008,2025-08-20,Credit Card,Completed
O033839,C07935,S002,2026-01-24,Cash,Completed
O033840,C00648,S004,2026-04-07,Cash,Completed
O033841,C04895,S003,2026-02-11,Credit Card,Completed
O033842,C07181,S002,2025-09-15,Debit,Completed
O033843,C09762,S008,2025-09-26,Credit Card,Completed
O033844,C05320,S005,2025-12-24,Debit,Completed
O033845,C04679,S001,2025-10-05,Debit,Completed
O033846,C05702,S003,2026-02-19,Cash,Completed
O033847,C08339,S007,2025-12-18,Cash,Completed
O033848,C02164,S001,2026-01-05,Credit Card,Completed
O033849,C06398,S006,2026-02-15,Credit Card,Completed
O033850,C02658,S004,2025-12-14,Debit,Completed
O033851,C01431,S008,2025-08-11,Cash,Completed
O033852,C09081,S002,2025-08-14,Cash,Completed
O033853,C07632,S003,2026-05-12,Debit,Completed
O033854,C02794,S004,2026-05-21,Credit Card,Completed
O033855,C01523,S003,2026-06-12,Credit Card,Completed
O033856,C03954,S005,2026-04-10,Debit,Completed
O033857,C03470,S005,2026-05-27,Debit,Completed
O033858,C00835,S006,2026-03-06,Cash,Completed
O033859,C07680,S005,2025-12-12,Debit,Completed
O033860,C03632,S006,2025-08-21,Credit Card,Completed
O033861,C02253,S008,2025-12-26,Credit Card,Completed
O033862,C01664,S005,2026-01-08,Debit,Completed
O033863,C01544,S001,2026-03-06,Debit,Completed
O033864,C09144,S001,2025-12-25,Debit,Completed
O033865,C01971,S005,2026-04-30,Cash,Completed
O033866,C05833,S001,2025-09-17,Cash,Completed
O033867,C00907,S005,2026-03-04,Cash,Completed
O033868,C04923,S003,2026-04-10,Debit,Completed
O033869,C02000,S006,2025-10-01,Credit Card,Completed
O033870,C05360,S002,2025-11-10,Credit Card,Completed
O033871,C04630,S007,2026-02-09,Credit Card,Completed
O033872,C09284,S006,2025-09-16,Debit,Completed
O033873,C08089,S006,2026-04-10,Credit Card,Completed
O033874,C04555,S005,2025-12-22,Debit,Completed
O033875,C03219,S004,2025-08-27,Cash,Completed
O033876,C09066,S004,2026-05-09,Credit Card,Completed
O033877,C05465,S006,2026-07-08,Credit Card,Completed
O033878,C08816,S001,2025-12-17,Cash,Completed
O033879,C02436,S003,2025-12-29,Cash,Completed
O033880,C06205,S002,2026-07-21,Cash,Completed
O033881,C05179,S002,2026-04-06,Credit Card,Completed
O033882,C05707,S007,2025-11-06,Cash,Completed
O033883,C06070,S004,2025-11-28,Debit,Completed
O033884,C00458,S008,2026-03-04,Cash,Completed
O033885,C03856,S007,2026-05-06,Cash,Completed
O033886,C09367,S004,2026-06-14,Debit,Completed
O033887,C00904,S004,2026-02-06,Cash,Completed
O033888,C08375,S006,2026-07-26,Debit,Completed
O033889,C00198,S007,2026-05-07,Debit,Completed
O033890,C09725,S004,2026-03-08,Debit,Completed
O033891,C00518,S002,2025-10-10,Debit,Completed
O033892,C03793,S008,2026-05-02,Credit Card,Completed
O033893,C01678,S002,2026-05-11,Debit,Completed
O033894,C04819,S008,2025-11-28,Credit Card,Completed
O033895,C01763,S002,2026-05-15,Credit Card,Completed
O033896,C07259,S001,2026-02-12,Credit Card,Completed
O033897,C03088,S003,2025-11-14,Cash,Completed
O033898,C07106,S004,2026-05-07,Cash,Completed
O033899,C04642,S006,2025-12-19,Debit,Completed
O033900,C05002,S006,2026-04-27,Credit Card,Completed
O033901,C00172,S007,2025-08-11,Debit,Completed
O033902,C05890,S006,2026-02-04,Cash,Completed
O033903,C01778,S006,2026-03-06,Cash,Completed
O033904,C05715,S007,2026-03-23,Credit Card,Completed
O033905,C03277,S002,2025-11-03,Credit Card,Completed
O033906,C03922,S004,2025-11-17,Debit,Completed
O033907,C00847,S002,2025-11-25,Cash,Completed
O033908,C09271,S008,2026-06-05,Debit,Completed
O033909,C01761,S008,2025-09-21,Cash,Completed
O033910,C04176,S004,2026-06-22,Debit,Completed
O033911,C03354,S008,2026-06-20,Debit,Completed
O033912,C03131,S001,2025-09-22,Cash,Completed
O033913,C05175,S008,2025-09-13,Cash,Completed
O033914,C08407,S008,2026-04-30,Cash,Completed
O033915,C08257,S003,2026-07-23,Cash,Completed
O033916,C05917,S005,2025-10-06,Cash,Completed
O033917,C03857,S003,2026-02-20,Cash,Completed
O033918,C01906,S008,2026-06-30,Credit Card,Completed
O033919,C00108,S003,2026-04-29,Credit Card,Completed
O033920,C08508,S008,2026-01-23,Cash,Completed
O033921,C05015,S001,2025-09-15,Cash,Completed
O033922,C04375,S007,2026-01-30,Credit Card,Completed
O033923,C02219,S002,2026-07-09,Debit,Completed
O033924,C01671,S002,2026-01-14,Cash,Completed
O033925,C00787,S004,2026-04-06,Cash,Completed
O033926,C03184,S003,2026-07-17,Credit Card,Completed
O033927,C06881,S006,2026-03-28,Debit,Completed
O033928,C05293,S004,2026-01-20,Debit,Completed
O033929,C09906,S005,2025-10-04,Debit,Completed
O033930,C06114,S002,2026-04-16,Debit,Completed
O033931,C05155,S007,2026-05-20,Cash,Completed
O033932,C07333,S003,2026-03-16,Cash,Completed
O033933,C06916,S005,2026-04-02,Debit,Completed
O033934,C01466,S007,2026-04-08,Debit,Completed
O033935,C04562,S003,2025-11-14,Debit,Completed
O033936,C06721,S005,2025-08-22,Debit,Completed
O033937,C01755,S007,2026-06-09,Credit Card,Completed
O033938,C08348,S006,2026-03-13,Credit Card,Completed
O033939,C06576,S002,2025-09-16,Debit,Completed
O033940,C02387,S002,2026-06-23,Credit Card,Completed
O033941,C06282,S002,2025-08-10,Credit Card,Completed
O033942,C02170,S003,2025-08-08,Debit,Completed
O033943,C05238,S007,2026-04-29,Credit Card,Completed
O033944,C01940,S004,2026-04-17,Credit Card,Completed
O033945,C03251,S007,2026-01-07,Cash,Completed
O033946,C07124,S005,2025-10-28,Debit,Completed
O033947,C09542,S004,2026-03-06,Credit Card,Completed
O033948,C06574,S001,2025-10-24,Debit,Completed
O033949,C06566,S008,2026-06-13,Cash,Completed
O033950,C05963,S003,2026-04-30,Debit,Completed
O033951,C05760,S006,2026-02-24,Credit Card,Completed
O033952,C04886,S004,2025-10-22,Debit,Completed
O033953,C03642,S003,2025-08-01,Debit,Completed
O033954,C06912,S005,2025-11-09,Debit,Completed
O033955,C08159,S003,2026-06-24,Cash,Completed
O033956,C02669,S004,2026-07-26,Credit Card,Completed
O033957,C01863,S002,2026-05-15,Debit,Completed
O033958,C04608,S007,2025-10-18,Debit,Completed
O033959,C09488,S003,2025-09-30,Credit Card,Completed
O033960,C06702,S007,2026-01-15,Debit,Completed
O033961,C02168,S008,2026-06-19,Credit Card,Completed
O033962,C00123,S002,2026-05-26,Credit Card,Completed
O033963,C08585,S004,2025-12-08,Debit,Completed
O033964,C03805,S004,2025-12-19,Debit,Completed
O033965,C06105,S006,2026-03-15,Credit Card,Completed
O033966,C02480,S005,2025-09-06,Credit Card,Completed
O033967,C01496,S002,2025-11-28,Cash,Completed
O033968,C04563,S002,2025-11-20,Debit,Completed
O033969,C00101,S005,2026-07-10,Credit Card,Completed
O033970,C01698,S004,2025-12-21,Debit,Completed
O033971,C04428,S002,2026-02-13,Debit,Completed
O033972,C08675,S001,2025-08-19,Credit Card,Completed
O033973,C03720,S007,2025-08-03,Credit Card,Completed
O033974,C00964,S003,2026-05-10,Cash,Completed
O033975,C00110,S004,2026-03-20,Cash,Completed
O033976,C01946,S002,2026-01-09,Credit Card,Completed
O033977,C04983,S004,2025-09-18,Credit Card,Completed
O033978,C06699,S004,2025-09-26,Debit,Completed
O033979,C03158,S008,2026-02-07,Credit Card,Completed
O033980,C06924,S007,2025-11-19,Credit Card,Completed
O033981,C09422,S007,2025-10-06,Credit Card,Completed
O033982,C01978,S003,2026-05-29,Debit,Completed
O033983,C07974,S008,2025-08-08,Cash,Completed
O033984,C09781,S003,2025-10-16,Cash,Completed
O033985,C02811,S003,2026-01-03,Debit,Completed
O033986,C03081,S002,2026-07-16,Cash,Completed
O033987,C08417,S004,2025-08-15,Cash,Completed
O033988,C06680,S005,2025-12-30,Credit Card,Completed
O033989,C07541,S002,2026-05-30,Credit Card,Completed
O033990,C09085,S005,2025-09-19,Credit Card,Completed
O033991,C08762,S001,2025-09-20,Cash,Completed
O033992,C05139,S008,2026-01-07,Cash,Completed
O033993,C04433,S005,2026-06-30,Debit,Completed
O033994,C04550,S004,2026-06-20,Credit Card,Completed
O033995,C06516,S008,2025-12-11,Cash,Completed
O033996,C06240,S005,2026-04-15,Cash,Completed
O033997,C07235,S003,2026-06-06,Credit Card,Completed
O033998,C09815,S004,2026-07-14,Debit,Completed
O033999,C01758,S001,2026-02-27,Credit Card,Completed
O034000,C02926,S004,2026-02-05,Credit Card,Completed
O034001,C02637,S005,2026-06-08,Credit Card,Completed
O034002,C09731,S008,2026-07-09,Cash,Completed
O034003,C00858,S001,2026-05-16,Cash,Completed
O034004,C06383,S004,2025-08-29,Cash,Completed
O034005,C05295,S006,2026-05-11,Credit Card,Completed
O034006,C03891,S001,2026-05-16,Credit Card,Completed
O034007,C06991,S008,2026-05-25,Cash,Completed
O034008,C03183,S008,2025-07-30,Cash,Completed
O034009,C01824,S001,2026-05-22,Debit,Completed
O034010,C06480,S005,2026-06-25,Debit,Completed
O034011,C07074,S004,2025-12-01,Credit Card,Completed
O034012,C02939,S002,2026-02-20,Cash,Completed
O034013,C04344,S001,2026-04-27,Cash,Completed
O034014,C09807,S006,2026-03-03,Cash,Completed
O034015,C03665,S008,2026-07-10,Debit,Completed
O034016,C00224,S008,2026-07-20,Credit Card,Completed
O034017,C07642,S007,2026-04-19,Debit,Completed
O034018,C01247,S008,2025-12-29,Debit,Completed
O034019,C03161,S006,2026-05-14,Debit,Completed
O034020,C05800,S001,2025-11-15,Debit,Completed
O034021,C04849,S002,2026-03-23,Credit Card,Completed
O034022,C09764,S008,2026-01-31,Credit Card,Completed
O034023,C00970,S003,2025-09-21,Cash,Completed
O034024,C03679,S003,2026-04-20,Cash,Completed
O034025,C01953,S006,2025-12-07,Cash,Completed
O034026,C05141,S008,2025-08-15,Credit Card,Completed
O034027,C02628,S006,2026-02-13,Debit,Completed
O034028,C01585,S004,2026-01-16,Credit Card,Completed
O034029,C00104,S003,2025-11-18,Cash,Completed
O034030,C04717,S003,2026-06-24,Debit,Completed
O034031,C00649,S007,2025-09-18,Cash,Completed
O034032,C07694,S002,2025-11-19,Cash,Completed
O034033,C09689,S006,2025-08-03,Debit,Completed
O034034,C00184,S001,2025-10-26,Credit Card,Completed
O034035,C03496,S007,2026-03-29,Debit,Completed
O034036,C04942,S007,2025-10-17,Credit Card,Completed
O034037,C02391,S006,2025-12-04,Cash,Completed
O034038,C07190,S008,2025-10-19,Credit Card,Completed
O034039,C03537,S001,2026-05-13,Cash,Completed
O034040,C03384,S007,2025-11-07,Credit Card,Completed
O034041,C04587,S005,2025-07-30,Credit Card,Completed
O034042,C08918,S005,2026-05-23,Credit Card,Completed
O034043,C09272,S004,2025-10-26,Debit,Completed
O034044,C07415,S001,2025-08-13,Debit,Completed
O034045,C01731,S001,2026-04-07,Cash,Completed
O034046,C07564,S006,2026-07-15,Credit Card,Completed
O034047,C08045,S005,2025-08-05,Debit,Completed
O034048,C04170,S001,2025-08-02,Cash,Completed
O034049,C09920,S007,2026-03-23,Debit,Completed
O034050,C04323,S002,2025-07-30,Credit Card,Completed
O034051,C02724,S008,2025-10-07,Cash,Completed
O034052,C08579,S003,2026-01-27,Debit,Completed
O034053,C06874,S001,2026-02-20,Cash,Completed
O034054,C08798,S006,2026-04-19,Credit Card,Completed
O034055,C06763,S004,2025-08-24,Debit,Completed
O034056,C04496,S007,2025-11-25,Credit Card,Completed
O034057,C04851,S001,2026-07-01,Debit,Completed
O034058,C00415,S003,2026-02-01,Credit Card,Completed
O034059,C00954,S002,2025-12-13,Credit Card,Completed
O034060,C05052,S003,2026-02-11,Debit,Completed
O034061,C01318,S008,2025-12-05,Debit,Completed
O034062,C09790,S008,2026-05-01,Debit,Completed
O034063,C00971,S002,2025-12-29,Debit,Completed
O034064,C07311,S002,2026-07-19,Cash,Completed
O034065,C00375,S002,2026-02-14,Cash,Completed
O034066,C00618,S002,2026-06-25,Cash,Completed
O034067,C00833,S008,2025-08-25,Cash,Completed
O034068,C06765,S007,2026-05-12,Credit Card,Completed
O034069,C02299,S004,2025-08-03,Cash,Completed
O034070,C07802,S004,2026-04-28,Cash,Completed
O034071,C02326,S003,2025-11-28,Debit,Completed
O034072,C02475,S004,2025-11-28,Credit Card,Completed
O034073,C06111,S008,2025-09-19,Debit,Completed
O034074,C00323,S004,2026-05-02,Debit,Completed
O034075,C08110,S008,2026-02-24,Cash,Completed
O034076,C05526,S004,2025-09-24,Debit,Completed
O034077,C04310,S001,2026-03-29,Cash,Completed
O034078,C08614,S008,2026-05-19,Debit,Completed
O034079,C03610,S004,2026-03-10,Credit Card,Completed
O034080,C06243,S005,2025-11-19,Cash,Completed
O034081,C02398,S002,2026-04-12,Cash,Completed
O034082,C05182,S006,2026-04-15,Debit,Completed
O034083,C09797,S004,2025-11-04,Debit,Completed
O034084,C04538,S007,2026-06-22,Debit,Completed
O034085,C03923,S003,2026-04-04,Credit Card,Completed
O034086,C00876,S006,2025-10-22,Credit Card,Completed
O034087,C07890,S001,2026-04-10,Debit,Completed
O034088,C02679,S008,2026-05-04,Cash,Completed
O034089,C08209,S003,2026-02-21,Cash,Completed
O034090,C00474,S004,2026-03-31,Credit Card,Completed
O034091,C05956,S007,2026-02-26,Credit Card,Completed
O034092,C06608,S001,2026-04-03,Debit,Completed
O034093,C03349,S008,2026-04-14,Cash,Completed
O034094,C03434,S001,2025-08-15,Cash,Completed
O034095,C01347,S004,2025-11-01,Cash,Completed
O034096,C07253,S007,2026-07-21,Cash,Completed
O034097,C01792,S006,2026-06-06,Credit Card,Completed
O034098,C06602,S005,2025-11-09,Cash,Completed
O034099,C02797,S001,2026-04-28,Cash,Completed
O034100,C04959,S001,2025-07-30,Debit,Completed
O034101,C04832,S007,2026-05-15,Credit Card,Completed
O034102,C07963,S001,2026-02-03,Debit,Completed
O034103,C02207,S001,2025-11-01,Credit Card,Completed
O034104,C06207,S007,2026-07-27,Cash,Completed
O034105,C07531,S005,2025-09-07,Credit Card,Completed
O034106,C03476,S007,2025-09-16,Cash,Completed
O034107,C02338,S004,2026-02-02,Credit Card,Completed
O034108,C08911,S005,2025-09-07,Cash,Completed
O034109,C06029,S007,2026-06-16,Credit Card,Completed
O034110,C01227,S003,2025-10-10,Credit Card,Completed
O034111,C05091,S001,2025-09-30,Debit,Completed
O034112,C03777,S003,2026-04-27,Credit Card,Completed
O034113,C08854,S006,2025-09-17,Cash,Completed
O034114,C07080,S004,2025-10-15,Cash,Completed
O034115,C01485,S006,2025-11-15,Debit,Completed
O034116,C03653,S001,2025-11-12,Cash,Completed
O034117,C01433,S006,2025-10-11,Credit Card,Completed
O034118,C02057,S008,2025-09-09,Credit Card,Completed
O034119,C00602,S002,2026-07-22,Cash,Completed
O034120,C04948,S001,2026-06-04,Debit,Completed
O034121,C01352,S003,2025-11-10,Credit Card,Completed
O034122,C03348,S006,2026-04-22,Credit Card,Completed
O034123,C08114,S005,2025-11-16,Cash,Completed
O034124,C02392,S001,2025-10-20,Cash,Completed
O034125,C08925,S001,2026-01-12,Debit,Completed
O034126,C00647,S003,2026-03-02,Debit,Completed
O034127,C01845,S001,2026-04-13,Cash,Completed
O034128,C05450,S001,2025-07-30,Credit Card,Completed
O034129,C02291,S006,2025-12-12,Debit,Completed
O034130,C04203,S004,2025-09-07,Credit Card,Completed
O034131,C05932,S004,2025-10-28,Cash,Completed
O034132,C09388,S002,2025-11-18,Credit Card,Completed
O034133,C00529,S008,2026-01-12,Debit,Completed
O034134,C02997,S001,2025-11-16,Credit Card,Completed
O034135,C06365,S002,2026-07-01,Debit,Completed
O034136,C00979,S003,2026-01-07,Cash,Completed
O034137,C03988,S006,2025-08-07,Credit Card,Completed
O034138,C04555,S008,2026-03-12,Debit,Completed
O034139,C04491,S001,2025-09-22,Credit Card,Completed
O034140,C05132,S007,2026-02-28,Cash,Completed
O034141,C08346,S004,2025-09-13,Debit,Completed
O034142,C09609,S008,2025-11-03,Debit,Completed
O034143,C09071,S005,2026-06-28,Cash,Completed
O034144,C03442,S003,2025-08-20,Debit,Completed
O034145,C01269,S003,2026-04-17,Debit,Completed
O034146,C02480,S004,2026-06-03,Debit,Completed
O034147,C07331,S003,2026-07-21,Credit Card,Completed
O034148,C04973,S007,2026-04-23,Debit,Completed
O034149,C04908,S005,2025-11-02,Credit Card,Completed
O034150,C04506,S003,2025-12-18,Cash,Completed
O034151,C04361,S002,2026-02-04,Debit,Completed
O034152,C03249,S006,2025-09-26,Debit,Completed
O034153,C03790,S003,2026-06-24,Debit,Completed
O034154,C08208,S007,2026-01-20,Debit,Completed
O034155,C06121,S006,2025-11-13,Debit,Completed
O034156,C08420,S005,2025-11-17,Cash,Completed
O034157,C03908,S003,2025-08-19,Credit Card,Completed
O034158,C08507,S002,2025-11-19,Cash,Completed
O034159,C01089,S008,2025-12-19,Debit,Completed
O034160,C03072,S006,2025-10-04,Credit Card,Completed
O034161,C01433,S003,2026-03-12,Credit Card,Completed
O034162,C05730,S005,2026-05-10,Credit Card,Completed
O034163,C06881,S001,2026-05-31,Cash,Completed
O034164,C03387,S007,2026-07-06,Cash,Completed
O034165,C02678,S007,2026-05-19,Debit,Completed
O034166,C05070,S002,2026-03-11,Cash,Completed
O034167,C02191,S008,2026-01-25,Cash,Completed
O034168,C07445,S007,2026-02-27,Debit,Completed
O034169,C05949,S007,2025-11-28,Cash,Completed
O034170,C03582,S001,2026-07-11,Debit,Completed
O034171,C01864,S003,2026-03-05,Cash,Completed
O034172,C08401,S008,2026-05-21,Debit,Completed
O034173,C08386,S008,2026-04-17,Cash,Completed
O034174,C02636,S007,2026-04-05,Cash,Completed
O034175,C04014,S003,2026-01-15,Cash,Completed
O034176,C01659,S005,2026-06-06,Debit,Completed
O034177,C04834,S003,2026-04-18,Debit,Completed
O034178,C02934,S007,2026-01-01,Cash,Completed
O034179,C08309,S002,2025-10-25,Debit,Completed
O034180,C02344,S005,2026-04-15,Credit Card,Completed
O034181,C04229,S007,2025-11-15,Credit Card,Completed
O034182,C02289,S002,2025-08-27,Cash,Completed
O034183,C08336,S003,2026-07-12,Debit,Completed
O034184,C06703,S007,2026-06-10,Cash,Completed
O034185,C05417,S001,2026-04-02,Debit,Completed
O034186,C03700,S004,2026-01-16,Debit,Completed
O034187,C02169,S002,2026-07-17,Debit,Completed
O034188,C05631,S006,2026-03-14,Cash,Completed
O034189,C02260,S001,2026-06-24,Credit Card,Completed
O034190,C02654,S008,2025-12-09,Credit Card,Completed
O034191,C01244,S001,2025-11-13,Credit Card,Completed
O034192,C05492,S006,2025-12-26,Credit Card,Completed
O034193,C08674,S003,2025-10-28,Debit,Completed
O034194,C04538,S007,2026-04-03,Cash,Completed
O034195,C09783,S006,2026-04-06,Debit,Completed
O034196,C04353,S004,2026-02-21,Cash,Completed
O034197,C05307,S001,2026-01-21,Debit,Completed
O034198,C09960,S008,2026-05-31,Cash,Completed
O034199,C02661,S001,2025-08-04,Credit Card,Completed
O034200,C00995,S002,2025-09-28,Credit Card,Completed
O034201,C00657,S002,2025-12-24,Cash,Completed
O034202,C05238,S005,2026-04-18,Debit,Completed
O034203,C08101,S003,2026-06-01,Cash,Completed
O034204,C06561,S003,2025-12-22,Credit Card,Completed
O034205,C05802,S008,2026-06-09,Credit Card,Completed
O034206,C08713,S008,2026-04-24,Credit Card,Completed
O034207,C03690,S005,2025-09-03,Credit Card,Completed
O034208,C09753,S003,2025-09-05,Cash,Completed
O034209,C04435,S002,2026-01-18,Debit,Completed
O034210,C02284,S001,2025-12-17,Credit Card,Completed
O034211,C03788,S003,2025-10-12,Debit,Completed
O034212,C05075,S008,2026-03-22,Cash,Completed
O034213,C02949,S002,2026-05-28,Debit,Completed
O034214,C06673,S001,2025-12-04,Debit,Completed
O034215,C07243,S004,2025-08-26,Cash,Completed
O034216,C07137,S005,2026-05-27,Credit Card,Completed
O034217,C08693,S004,2026-05-19,Cash,Completed
O034218,C04858,S001,2025-08-05,Credit Card,Completed
O034219,C04075,S002,2026-01-23,Cash,Completed
O034220,C04281,S003,2025-11-22,Cash,Completed
O034221,C07021,S008,2026-01-05,Cash,Completed
O034222,C03230,S002,2026-04-16,Debit,Completed
O034223,C00031,S001,2025-10-31,Debit,Completed
O034224,C09489,S008,2026-03-30,Debit,Completed
